ID,Age,Salary,Employment Type,Join Date,Complex Info,CI_Part1,CI_Part2,CI_Part3,Comments,Address,Street,City,Country
3018,39.0,42714.82,Full-time,2024-01-04 22:34:08.753125,1-AE-197,1,AE,197,Average,"1548 Main St, Illinois, Canada",1548 Main St,Illinois,Canada
3019,43.0,27682.07,Part-time,2023-10-20 22:34:08.753129,1-AE-939,1,AE,939,Good,"1902 Main St, Florida, Canada",1902 Main St,Florida,Canada
3020,60.0,33122.21,Full-time,2023-08-25 22:34:08.753132,4-DB-435,4,DB,435,,"8101 Main St, Texas, USA",8101 Main St,Texas,USA
3021,42.0,55832.28,Freelance,2024-02-11 22:34:08.753136,3-DE-398,3,DE,398,Poor,"3068 Main St, Illinois, Canada",3068 Main St,Illinois,Canada
3022,39.0,32391.9,Part-time,2023-06-05 22:34:08.753139,1-DA-480,1,DA,480,Poor,"436 Main St, California, Australia",436 Main St,California,
3023,45.0,66689.51,Part-time,2023-12-28 22:34:08.753143,1-EC-561,1,EC,561,Poor,"5271 Main St, New York, Canada",5271 Main St,New York,Canada
3024,46.0,48933.2,Full-time,2024-01-29 22:34:08.753147,3-AB-363,3,AB,363,Good,"1835 Main St, Texas, Australia",1835 Main St,Texas,
3025,30.0,51283.92,Full-time,2024-01-07 22:34:08.753150,3-EA-905,3,EA,905,,"8567 Main St, Florida, USA",8567 Main St,Florida,USA
3026,35.0,45824.41,Contract,2024-01-14 22:34:08.753154,1-CC-959,1,CC,959,Average,"8553 Main St, California, Canada",8553 Main St,California,Canada
3027,19.0,61592.72,Contract,2023-09-23 22:34:08.753158,4-EC-580,4,EC,580,Poor,"3648 Main St, Illinois, Australia",3648 Main St,Illinois,
3028,46.0,61747.4,Freelance,2023-04-30 22:34:08.753161,1-AA-458,1,AA,458,Good,"2089 Main St, Florida, United Kingdom",2089 Main St,Florida,UK
3029,38.0,55025.82,Part-time,2023-10-07 22:34:08.753165,4-BB-695,4,BB,695,Poor,"9873 Main St, Texas, USA",9873 Main St,Texas,USA
3030,32.0,58471.84,Part-time,2023-10-12 22:34:08.753168,3-AC-356,3,AC,356,,"7738 Main St, Florida, USA",7738 Main St,Florida,USA
3031,69.0,46818.65,Full-time,2024-02-03 22:34:08.753172,4-CC-950,4,CC,950,Average,"9865 Main St, USA",9865 Main St,USA,
3032,44.0,58133.05,Freelance,2023-08-22 22:34:08.753175,1-AA-770,1,AA,770,Poor,"1888 Main St, California, Canada",1888 Main St,California,Canada
3033,43.0,44931.83,Part-time,2023-06-13 22:34:08.753179,4-CA-698,4,CA,698,,"5757 Main St, New York, United Kingdom",5757 Main St,New York,UK
3034,48.0,50033.47,Freelance,2023-04-23 22:34:08.753183,5-CA-409,5,CA,409,Good,"3545 Main St, Texas, USA",3545 Main St,Texas,USA
3035,32.0,45880.34,Contract,2023-08-25 22:34:08.753186,5-DA-484,5,DA,484,,"263 Main St, Florida, Canada",263 Main St,Florida,Canada
3036,68.0,43141.72,Full-time,2023-06-19 22:34:08.753190,3-EE-216,3,EE,216,Good,"6872 Main St, New York, USA",6872 Main St,New York,USA
3037,40.0,39663.32,Part-time,2023-05-21 22:34:08.753194,2-AC-862,2,AC,862,Poor,"7771 Main St, United Kingdom",7771 Main St,United Kingdom,
3038,41.0,57015.35,Full-time,2023-03-23 22:34:08.753197,1-CD-111,1,CD,111,Poor,"8924 Main St, New York, USA",8924 Main St,New York,USA
3039,43.0,69659.09,Contract,2023-02-22 22:34:08.753201,5-DB-310,5,DB,310,,"8375 Main St, Florida, USA",8375 Main St,Florida,USA
3040,30.0,67566.53,Freelance,2023-04-17 22:34:08.753205,3-CD-136,3,CD,136,Good,"2053 Main St, Florida, Canada",2053 Main St,Florida,Canada
3041,39.0,31151.52,Freelance,2023-06-08 22:34:08.753209,3-EB-499,3,EB,499,,"3111 Main St, Illinois, USA",3111 Main St,Illinois,USA
3042,60.0,69338.05,Contract,2023-03-23 22:34:08.753213,3-ED-111,3,ED,111,,"4826 Main St, Florida, United Kingdom",4826 Main St,Florida,UK
3043,54.0,45227.62,Contract,2023-12-31 00:00:00.000000,2-EC-720,2,EC,720,Poor,"4528 Main St, Florida, USA",4528 Main St,Florida,USA
3044,50.0,59011.0,Part-time,2023-08-16 22:34:08.753220,3-AC-556,3,AC,556,Poor,"3003 Main St, New York, United Kingdom",3003 Main St,New York,UK
3045,20.0,36406.77,Part-time,2023-03-27 22:34:08.753223,5-AD-138,5,AD,138,Poor,"3749 Main St, New York, USA",3749 Main St,New York,USA
3046,36.0,52129.7,Part-time,2023-08-20 22:34:08.753227,1-CC-492,1,CC,492,,"1133 Main St, Texas, United Kingdom",1133 Main St,Texas,UK
3047,40.0,54705.85,Part-time,2023-12-16 22:34:08.753231,5-BB-729,5,BB,729,,"4102 Main St, California, USA",4102 Main St,California,USA
3048,46.0,27730.93,Part-time,2023-02-17 22:34:08.753235,2-AD-263,2,AD,263,Average,"7352 Main St, California, United Kingdom",7352 Main St,California,UK
3049,47.0,59124.01,Freelance,2023-03-08 22:34:08.753238,5-AA-815,5,AA,815,Average,"2339 Main St, New York, Canada",2339 Main St,New York,Canada
3050,56.0,70189.03,Part-time,2024-01-18 22:34:08.753242,1-AE-485,1,AE,485,,"8801 Main St, Texas, United Kingdom",8801 Main St,Texas,UK
3051,61.0,47380.28,Contract,2023-04-19 22:34:08.753246,5-EA-499,5,EA,499,Average,"9088 Main St, Texas, USA",9088 Main St,Texas,USA
3052,64.0,70402.52,Contract,2023-06-02 22:34:08.753250,3-EA-601,3,EA,601,,"5234 Main St, California, United Kingdom",5234 Main St,California,UK
3053,42.0,47154.6,Part-time,2023-12-17 22:34:08.753253,4-ED-637,4,ED,637,Poor,"790 Main St, Florida, USA",790 Main St,Florida,USA
3054,54.0,62743.77,Contract,2023-03-08 22:34:08.753256,5-AA-556,5,AA,556,Good,"7566 Main St, Florida, USA",7566 Main St,Florida,USA
3055,64.0,16721.45,Full-time,2023-03-23 22:34:08.753267,5-AB-671,5,AB,671,Poor,"6738 Main St, New York, United Kingdom",6738 Main St,New York,UK
3056,25.0,86281.67,Freelance,2023-05-02 22:34:08.753270,2-AD-411,2,AD,411,,"7480 Main St, Illinois, Canada",7480 Main St,Illinois,Canada
3057,59.0,49936.97,Freelance,2023-04-10 22:34:08.753274,4-AB-628,4,AB,628,Poor,"7360 Main St, Florida, Australia",7360 Main St,Florida,
3058,33.0,45730.62,Part-time,2023-03-23 22:34:08.753277,2-CC-906,2,CC,906,,"1591 Main St, Texas, USA",1591 Main St,Texas,USA
3059,25.0,20418.66,Full-time,2024-01-25 22:34:08.753280,1-EA-395,1,EA,395,,"2024 Main St, Florida, United Kingdom",2024 Main St,Florida,UK
3060,18.0,54320.43,Part-time,2023-07-16 22:34:08.753283,2-AD-529,2,AD,529,Average,"7850 Main St, Florida, USA",7850 Main St,Florida,USA
3061,61.0,28341.12,Part-time,2023-05-03 22:34:08.753286,1-EE-826,1,EE,826,,"5761 Main St, New York, Canada",5761 Main St,New York,Canada
3062,22.0,56672.8,Contract,2023-06-02 22:34:08.753289,4-BB-260,4,BB,260,Good,"3759 Main St, New York, Australia",3759 Main St,New York,
3063,43.0,56173.49,Freelance,2023-09-13 22:34:08.753293,5-BA-557,5,BA,557,Average,"9577 Main St, Texas, USA",9577 Main St,Texas,USA
3064,18.0,35878.95,Full-time,2023-08-11 22:34:08.753296,3-AA-799,3,AA,799,Good,"6319 Main St, Florida, United Kingdom",6319 Main St,Florida,UK
3065,21.0,66814.51,Contract,2023-04-30 22:34:08.753298,3-EE-986,3,EE,986,,"5454 Main St, California, USA",5454 Main St,California,USA
3066,57.0,62083.62,Freelance,2023-03-25 22:34:08.753302,4-AE-350,4,AE,350,Poor,"5629 Main St, California, USA",5629 Main St,California,USA
3067,52.0,64637.35,Freelance,2023-10-16 22:34:08.753306,3-EA-587,3,EA,587,,"9142 Main St, California, Canada",9142 Main St,California,Canada
3068,49.0,50132.87,Part-time,2023-12-06 22:34:08.753309,1-DA-369,1,DA,369,,"628 Main St, Illinois, Australia",628 Main St,Illinois,
3069,59.0,28767.14,Full-time,2023-11-10 22:34:08.753312,1-AC-510,1,AC,510,Poor,"9632 Main St, California, USA",9632 Main St,California,USA
3070,51.0,64668.08,Part-time,2023-12-30 22:34:08.753340,5-DD-612,5,DD,612,Poor,"5236 Main St, Illinois, USA",5236 Main St,Illinois,USA
3071,60.0,45944.43,Contract,2024-01-04 22:34:08.753344,4-EE-834,4,EE,834,Good,"9696 Main St, Florida, United Kingdom",9696 Main St,Florida,UK
3072,42.0,29153.3,Part-time,2023-11-20 22:34:08.753349,5-CD-933,5,CD,933,Average,"4650 Main St, Texas, USA",4650 Main St,Texas,USA
3073,27.0,70280.59,Part-time,2023-12-07 22:34:08.753352,3-BB-754,3,BB,754,Average,"1527 Main St, California, USA",1527 Main St,California,USA
3074,38.0,81491.11,Freelance,2023-12-20 22:34:08.753356,4-CC-929,4,CC,929,Average,"1048 Main St, New York, Canada",1048 Main St,New York,Canada
3075,63.0,49936.97,Freelance,2023-02-16 22:34:08.753360,1-AD-629,1,AD,629,Good,"7351 Main St, New York, United Kingdom",7351 Main St,New York,UK
3076,56.0,82386.82,Contract,2023-06-26 22:34:08.753364,3-BE-608,3,BE,608,Good,"3167 Main St, New York, USA",3167 Main St,New York,USA
3077,44.0,51369.72,Freelance,2023-12-31 00:00:00.000000,3-CC-912,3,CC,912,Poor,"395 Main St, Texas, USA",395 Main St,Texas,USA
3078,44.0,44293.16,Freelance,2023-05-25 22:34:08.753372,2-AD-403,2,AD,403,Average,"936 Main St, Florida, USA",936 Main St,Florida,USA
3079,19.0,40543.12,Freelance,2023-04-26 22:34:08.753375,1-CB-348,1,CB,348,,"7209 Main St, New York",7209 Main St,New York,
3080,58.0,74556.24,Part-time,2023-07-07 22:34:08.753379,3-CA-686,3,CA,686,Good,"8154 Main St, Illinois, Australia",8154 Main St,Illinois,
3081,65.0,38297.84,Full-time,2024-02-10 22:34:08.753383,5-DD-406,5,DD,406,,"8362 Main St, California, Australia",8362 Main St,California,
3082,30.0,61029.04,Contract,2023-09-12 22:34:08.753386,4-AB-893,4,AB,893,Average,"8607 Main St, Texas, USA",8607 Main St,Texas,USA
3083,26.0,41612.54,Part-time,2023-06-16 22:34:08.753390,4-AC-796,4,AC,796,Average,"2321 Main St, Illinois, United Kingdom",2321 Main St,Illinois,UK
3084,69.0,43095.4,Contract,2023-11-16 22:34:08.753394,5-EB-906,5,EB,906,Good,"9877 Main St, New York, United Kingdom",9877 Main St,New York,UK
3085,53.0,65453.75,Part-time,2023-09-12 22:34:08.753397,2-DC-601,2,DC,601,Good,"9257 Main St, California, Canada",9257 Main St,California,Canada
3086,39.0,44299.45,Contract,2023-11-22 22:34:08.753401,4-AC-782,4,AC,782,Poor,"150 Main St, Illinois, Canada",150 Main St,Illinois,Canada
3087,59.0,43928.07,Freelance,2023-07-26 22:34:08.753404,5-CC-252,5,CC,252,,"8471 Main St, New York, United Kingdom",8471 Main St,New York,UK
3088,43.0,66992.07,Contract,2023-02-19 22:34:08.753408,3-AC-874,3,AC,874,Poor,"2543 Main St, Florida, United Kingdom",2543 Main St,Florida,UK
3089,29.0,73960.96,Full-time,2024-01-15 22:34:08.753412,4-DA-806,4,DA,806,Poor,"3635 Main St, New York, USA",3635 Main St,New York,USA
3090,34.0,59670.35,Contract,2023-08-25 22:34:08.753416,1-AE-411,1,AE,411,,"2704 Main St, California, USA",2704 Main St,California,USA
3091,31.0,40178.45,Full-time,2023-06-01 22:34:08.753420,4-DA-863,4,DA,863,Average,"2467 Main St, New York, USA",2467 Main St,New York,USA
3092,31.0,42340.87,Contract,2023-10-28 22:34:08.753424,2-DE-460,2,DE,460,,"783 Main St, Texas, USA",783 Main St,Texas,USA
3093,51.0,51198.73,Freelance,2023-11-14 22:34:08.753427,1-DE-278,1,DE,278,Average,"2089 Main St, Florida, Canada",2089 Main St,Florida,Canada
3094,37.0,54813.95,Contract,2023-12-17 22:34:08.753431,5-BA-429,5,BA,429,Poor,"2680 Main St, California, USA",2680 Main St,California,USA
3095,28.0,35182.01,Part-time,2023-06-25 22:34:08.753435,4-DE-479,4,DE,479,Average,"4625 Main St, California, United Kingdom",4625 Main St,California,UK
3096,33.0,60845.57,Freelance,2023-11-17 22:34:08.753439,2-EB-862,2,EB,862,Average,"7428 Main St, Illinois, Australia",7428 Main St,Illinois,
3097,68.0,51282.7,Freelance,2023-05-24 22:34:08.753442,1-EB-609,1,EB,609,Average,"5414 Main St, Illinois, USA",5414 Main St,Illinois,USA
3098,43.0,24264.38,Part-time,2023-09-02 22:34:08.753446,3-CD-766,3,CD,766,,"8116 Main St, California, United Kingdom",8116 Main St,California,UK
3099,23.0,36066.1,Freelance,2023-12-31 00:00:00.000000,2-DE-627,2,DE,627,Average,"904 Main St, Florida, United Kingdom",904 Main St,Florida,UK
3100,36.0,42438.07,Freelance,2023-11-07 22:34:08.753453,5-EA-507,5,EA,507,,"7675 Main St, California, Canada",7675 Main St,California,Canada
3101,54.0,49936.97,Part-time,2023-05-15 22:34:08.753457,3-DD-128,3,DD,128,Good,"1988 Main St, New York, USA",1988 Main St,New York,USA
3102,21.0,78339.18,Freelance,2023-10-18 22:34:08.753461,2-EB-891,2,EB,891,Good,"9862 Main St, United Kingdom",9862 Main St,United Kingdom,
3103,64.0,49936.97,Freelance,2023-12-15 22:34:08.753464,4-BA-589,4,BA,589,Poor,"1849 Main St, Illinois, USA",1849 Main St,Illinois,USA
3104,21.0,37388.42,Freelance,2023-03-29 22:34:08.753468,1-DA-255,1,DA,255,Poor,"9707 Main St, California, United Kingdom",9707 Main St,California,UK
3105,37.0,53309.46,Freelance,2023-03-16 22:34:08.753472,2-DE-848,2,DE,848,,"3621 Main St, Florida, Australia",3621 Main St,Florida,
3106,27.0,44718.68,Contract,2024-01-28 22:34:08.753476,1-EC-148,1,EC,148,Average,"237 Main St, New York, Canada",237 Main St,New York,Canada
3107,41.0,54871.37,Freelance,2023-06-14 22:34:08.753480,1-ED-202,1,ED,202,Average,"7015 Main St, California, United Kingdom",7015 Main St,California,UK
3108,43.0,58708.52,Freelance,2023-12-01 22:34:08.753484,3-BE-574,3,BE,574,Good,"8483 Main St, California, USA",8483 Main St,California,USA
3109,43.0,68138.46,Freelance,2023-07-27 22:34:08.753487,3-CA-326,3,CA,326,,"9569 Main St, Texas, United Kingdom",9569 Main St,Texas,UK
3110,54.0,49635.7,Contract,2023-11-07 22:34:08.753491,4-CE-147,4,CE,147,Average,"4662 Main St, Florida, Australia",4662 Main St,Florida,
3111,43.0,74584.41,Full-time,2023-06-29 22:34:08.753494,4-BE-115,4,BE,115,Average,"8856 Main St, Illinois, USA",8856 Main St,Illinois,USA
3112,38.0,63620.34,Freelance,2023-09-02 22:34:08.753498,2-BB-447,2,BB,447,,"300 Main St, California, Canada",300 Main St,California,Canada
3113,57.0,39388.41,Full-time,2023-04-21 22:34:08.753501,1-BD-524,1,BD,524,Poor,"165 Main St, Texas, Australia",165 Main St,Texas,
3114,56.0,83147.83,Full-time,2023-10-13 22:34:08.753505,3-AE-817,3,AE,817,,"3770 Main St, Texas, USA",3770 Main St,Texas,USA
3115,38.0,54904.92,Part-time,2023-11-27 22:34:08.753509,5-CC-769,5,CC,769,,"7732 Main St, Texas, United Kingdom",7732 Main St,Texas,UK
3116,27.0,37473.13,Part-time,2024-01-12 22:34:08.753512,5-CE-948,5,CE,948,Average,"8080 Main St, Florida, USA",8080 Main St,Florida,USA
3117,55.0,74793.7,Full-time,2023-02-17 22:34:08.753516,2-CC-639,2,CC,639,Good,"3840 Main St, New York, Australia",3840 Main St,New York,
3118,63.0,81166.66,Contract,2023-10-28 22:34:08.753519,3-EE-974,3,EE,974,Average,"1358 Main St, New York, United Kingdom",1358 Main St,New York,UK
3119,21.0,49504.62,Freelance,2023-03-23 22:34:08.753523,5-DB-528,5,DB,528,Average,"8561 Main St, Florida, Canada",8561 Main St,Florida,Canada
3120,62.0,42445.25,Freelance,2023-10-27 22:34:08.753527,4-BE-205,4,BE,205,Average,"8626 Main St, Illinois, USA",8626 Main St,Illinois,USA
3121,37.0,47414.38,Freelance,2023-06-14 22:34:08.753531,5-AC-814,5,AC,814,,"4808 Main St, Illinois, United Kingdom",4808 Main St,Illinois,UK
3122,34.0,49936.97,Part-time,2024-01-11 22:34:08.753534,4-AC-794,4,AC,794,,"2312 Main St, California, United Kingdom",2312 Main St,California,UK
3123,24.0,69167.85,Part-time,2024-01-29 22:34:08.753538,2-ED-374,2,ED,374,Average,"6090 Main St, Texas, USA",6090 Main St,Texas,USA
3124,21.0,58557.31,Freelance,2023-12-13 22:34:08.753542,3-AE-760,3,AE,760,Average,"4432 Main St, United Kingdom",4432 Main St,United Kingdom,
3125,46.0,51525.85,Full-time,2023-08-19 22:34:08.753545,3-EE-605,3,EE,605,Good,"9833 Main St, Florida, United Kingdom",9833 Main St,Florida,UK
3126,31.0,72470.18,Part-time,2023-04-02 22:34:08.753549,3-BB-793,3,BB,793,Poor,"9334 Main St, Texas, Canada",9334 Main St,Texas,Canada
3127,20.0,49936.97,Freelance,2023-06-21 22:34:08.753553,1-BA-220,1,BA,220,Average,"8546 Main St, Texas, USA",8546 Main St,Texas,USA
3128,41.0,65463.79,Full-time,2023-08-11 22:34:08.753557,2-EC-463,2,EC,463,,"7619 Main St, California, USA",7619 Main St,California,USA
3129,54.0,45679.06,Freelance,2023-12-31 00:00:00.000000,2-AB-115,2,AB,115,Poor,"6671 Main St, California, USA",6671 Main St,California,USA
3130,33.0,56465.34,Part-time,2023-12-01 22:34:08.753565,4-EC-884,4,EC,884,Poor,"1889 Main St, Texas, United Kingdom",1889 Main St,Texas,UK
3131,69.0,48296.56,Contract,2023-12-31 00:00:00.000000,1-BC-793,1,BC,793,Good,"8091 Main St, Texas, Canada",8091 Main St,Texas,Canada
3132,21.0,49162.22,Contract,2023-12-06 22:34:08.753571,5-AA-211,5,AA,211,Poor,"2625 Main St, Florida, Canada",2625 Main St,Florida,Canada
3133,41.0,44339.2,Part-time,2024-01-04 22:34:08.753575,2-EC-755,2,EC,755,Average,"8869 Main St, Illinois, USA",8869 Main St,Illinois,USA
3134,51.0,49936.97,Full-time,2023-03-05 22:34:08.753579,2-DE-595,2,DE,595,Average,"1263 Main St, Florida, Canada",1263 Main St,Florida,Canada
3135,47.0,39006.11,Freelance,2023-03-11 22:34:08.753583,1-DE-876,1,DE,876,,"2733 Main St, New York, United Kingdom",2733 Main St,New York,UK
3136,35.0,38896.52,Part-time,2023-08-05 22:34:08.753586,3-AA-615,3,AA,615,Average,"8711 Main St, Florida, Australia",8711 Main St,Florida,
3137,36.0,81814.9,Full-time,2024-01-09 22:34:08.753590,5-CD-155,5,CD,155,Average,"8720 Main St, New York, USA",8720 Main St,New York,USA
3138,48.0,64667.71,Freelance,2023-03-01 22:34:08.753594,5-BC-788,5,BC,788,Good,"9953 Main St, Illinois, Canada",9953 Main St,Illinois,Canada
3139,36.0,14223.29,Freelance,2023-06-29 22:34:08.753598,3-CC-524,3,CC,524,Poor,"7046 Main St, Florida, USA",7046 Main St,Florida,USA
3140,66.0,41521.12,Part-time,2023-09-04 22:34:08.753602,3-EC-668,3,EC,668,Good,"4355 Main St, Texas, United Kingdom",4355 Main St,Texas,UK
3141,63.0,22820.16,Freelance,2023-12-31 22:34:08.753606,4-DB-311,4,DB,311,Poor,"8222 Main St, Texas, USA",8222 Main St,Texas,USA
3142,36.0,49936.97,Contract,2023-12-31 00:00:00.000000,3-AD-498,3,AD,498,Good,"8059 Main St, New York, USA",8059 Main St,New York,USA
3143,39.0,2922.28,Contract,2023-07-20 22:34:08.753614,1-ED-226,1,ED,226,,"4900 Main St, New York, Australia",4900 Main St,New York,
3144,41.0,47945.16,Freelance,2023-03-22 22:34:08.753618,1-CB-549,1,CB,549,Good,"5391 Main St, Florida, USA",5391 Main St,Florida,USA
3145,62.0,49936.97,Part-time,2023-08-14 22:34:08.753622,4-AC-261,4,AC,261,Good,"2196 Main St, New York, Canada",2196 Main St,New York,Canada
3146,29.0,50898.58,Freelance,2023-05-12 22:34:08.753626,2-AD-364,2,AD,364,,"9646 Main St, Texas, Canada",9646 Main St,Texas,Canada
3147,47.0,25623.18,Part-time,2023-09-10 22:34:08.753630,3-AE-509,3,AE,509,Average,"7927 Main St, Florida, USA",7927 Main St,Florida,USA
3148,55.0,51243.68,Part-time,2023-03-15 22:34:08.753634,5-EE-211,5,EE,211,Average,"901 Main St, California, United Kingdom",901 Main St,California,UK
3149,48.0,43776.26,Contract,2023-06-13 22:34:08.753638,1-DB-198,1,DB,198,,"4000 Main St, Florida, USA",4000 Main St,Florida,USA
3150,53.0,72529.29,Contract,2023-11-08 22:34:08.753642,1-AB-580,1,AB,580,,"6675 Main St, Florida, USA",6675 Main St,Florida,USA
3151,36.0,71170.35,Full-time,2023-04-29 22:34:08.753646,2-EA-656,2,EA,656,Good,"8187 Main St, Texas, USA",8187 Main St,Texas,USA
3152,65.0,61780.18,Part-time,2023-07-10 22:34:08.753650,4-BB-806,4,BB,806,,"9925 Main St, California, Canada",9925 Main St,California,Canada
3153,62.0,45100.79,Freelance,2023-10-25 22:34:08.753653,1-AA-357,1,AA,357,,"7562 Main St, Illinois, Canada",7562 Main St,Illinois,Canada
3154,53.0,79780.71,Part-time,2023-03-27 22:34:08.753657,5-AD-838,5,AD,838,Poor,"5894 Main St, California, USA",5894 Main St,California,USA
3155,47.0,26704.47,Contract,2023-02-25 22:34:08.753661,3-EB-606,3,EB,606,Poor,"7273 Main St, Illinois, Australia",7273 Main St,Illinois,
3156,66.0,28946.62,Part-time,2023-12-27 22:34:08.753668,4-BD-940,4,BD,940,Average,"278 Main St, Florida, USA",278 Main St,Florida,USA
3157,50.0,48743.25,Full-time,2023-09-02 22:34:08.753671,2-BE-482,2,BE,482,,"4231 Main St, Illinois, United Kingdom",4231 Main St,Illinois,UK
3158,35.0,83810.57,Freelance,2023-07-05 22:34:08.753674,1-EC-298,1,EC,298,Good,"782 Main St, Illinois, Australia",782 Main St,Illinois,
3159,69.0,46964.92,Part-time,2023-12-25 22:34:08.753677,2-BC-839,2,BC,839,Average,"7570 Main St, Texas, Australia",7570 Main St,Texas,
3160,66.0,47251.32,Freelance,2024-01-18 22:34:08.753680,3-AE-323,3,AE,323,Average,"7016 Main St, Illinois, United Kingdom",7016 Main St,Illinois,UK
3161,45.0,28371.34,Freelance,2023-06-29 22:34:08.753683,1-EC-748,1,EC,748,Average,"5095 Main St, California, United Kingdom",5095 Main St,California,UK
3162,64.0,64188.94,Contract,2023-06-14 22:34:08.753686,4-AE-174,4,AE,174,,"1904 Main St, New York, USA",1904 Main St,New York,USA
3163,28.0,64297.64,Part-time,2023-07-05 22:34:08.753689,5-DA-488,5,DA,488,,"8986 Main St, California, United Kingdom",8986 Main St,California,UK
3164,62.0,61836.13,Freelance,2023-04-01 22:34:08.753693,3-CB-426,3,CB,426,Good,"8630 Main St, Illinois, Canada",8630 Main St,Illinois,Canada
3165,50.0,40561.69,Contract,2023-10-10 22:34:08.753697,4-AE-164,4,AE,164,Good,"8237 Main St, Texas, United Kingdom",8237 Main St,Texas,UK
3166,34.0,39399.4,Full-time,2023-02-18 22:34:08.753701,5-BA-946,5,BA,946,Average,"6108 Main St, California, United Kingdom",6108 Main St,California,UK
3167,23.0,30603.17,Full-time,2023-12-31 00:00:00.000000,3-BA-230,3,BA,230,,"3422 Main St, Florida, Australia",3422 Main St,Florida,
3168,21.0,51258.09,Part-time,2024-01-10 22:34:08.753708,1-EE-504,1,EE,504,Good,"9785 Main St, United Kingdom",9785 Main St,United Kingdom,
3169,37.0,33793.89,Freelance,2023-09-01 22:34:08.753712,5-CB-883,5,CB,883,Poor,"238 Main St, California, United Kingdom",238 Main St,California,UK
3170,65.0,32338.75,Part-time,2023-12-31 00:00:00.000000,4-AC-979,4,AC,979,Poor,"9073 Main St, New York, Canada",9073 Main St,New York,Canada
3171,43.0,43644.64,Freelance,2023-05-10 22:34:08.753719,2-CE-881,2,CE,881,Average,"5916 Main St, California, USA",5916 Main St,California,USA
3172,44.0,42662.66,Contract,2023-07-02 22:34:08.753723,3-BD-373,3,BD,373,Poor,"726 Main St, Texas, Australia",726 Main St,Texas,
3173,32.0,41930.32,Full-time,2023-11-25 22:34:08.753727,3-CA-258,3,CA,258,Average,"3573 Main St, Florida, Australia",3573 Main St,Florida,
3174,23.0,56996.67,Full-time,2023-07-06 22:34:08.753731,4-BE-670,4,BE,670,,"7664 Main St, Florida, United Kingdom",7664 Main St,Florida,UK
3175,64.0,49936.97,Full-time,2024-01-17 22:34:08.753735,5-EC-850,5,EC,850,Average,"3226 Main St, Florida, USA",3226 Main St,Florida,USA
3176,31.0,45677.66,Full-time,2023-09-20 22:34:08.753739,3-EA-909,3,EA,909,Average,"2647 Main St, New York, Canada",2647 Main St,New York,Canada
3177,28.0,52745.19,Part-time,2023-05-11 22:34:08.753742,1-DD-209,1,DD,209,,"1431 Main St, California, Australia",1431 Main St,California,
3178,56.0,35127.09,Freelance,2023-12-15 22:34:08.753746,2-ED-164,2,ED,164,Good,"2893 Main St, Florida, Australia",2893 Main St,Florida,
3179,26.0,51579.18,Part-time,2023-03-09 22:34:08.753750,1-ED-234,1,ED,234,Good,"1395 Main St, Illinois, Australia",1395 Main St,Illinois,
3180,43.0,52259.04,Contract,2023-11-19 22:34:08.753754,5-BC-890,5,BC,890,Good,"2485 Main St, California, USA",2485 Main St,California,USA
3181,33.0,27454.3,Full-time,2024-01-22 22:34:08.753757,5-CE-335,5,CE,335,Good,"9074 Main St, New York, United Kingdom",9074 Main St,New York,UK
3182,22.0,64935.41,Freelance,2023-11-22 22:34:08.753762,5-AA-544,5,AA,544,Average,"5370 Main St, Texas, USA",5370 Main St,Texas,USA
3183,69.0,36778.49,Part-time,2023-05-01 22:34:08.753766,3-EB-990,3,EB,990,Good,"9443 Main St, New York, USA",9443 Main St,New York,USA
3184,27.0,51354.65,Freelance,2023-10-17 22:34:08.753770,5-AD-850,5,AD,850,Poor,"9268 Main St, Florida, Australia",9268 Main St,Florida,
3185,67.0,67466.18,Part-time,2023-09-03 22:34:08.753774,4-CD-399,4,CD,399,Poor,"4595 Main St, New York, United Kingdom",4595 Main St,New York,UK
3186,20.0,63885.15,Freelance,2023-07-27 22:34:08.753777,2-AB-253,2,AB,253,Good,"5908 Main St, New York, Canada",5908 Main St,New York,Canada
3187,30.0,50515.0,Freelance,2023-11-14 22:34:08.753782,5-CE-986,5,CE,986,Poor,"2895 Main St, Florida, United Kingdom",2895 Main St,Florida,UK
3188,60.0,44562.51,Full-time,2023-08-14 22:34:08.753786,2-EB-892,2,EB,892,Poor,"7827 Main St, Florida, USA",7827 Main St,Florida,USA
3189,66.0,64212.68,Part-time,2023-10-08 22:34:08.753790,2-BA-556,2,BA,556,,"4694 Main St, New York, Australia",4694 Main St,New York,
3190,47.0,60120.42,Contract,2023-09-17 22:34:08.753794,2-BE-186,2,BE,186,,"3773 Main St, New York, USA",3773 Main St,New York,USA
3191,62.0,40724.52,Freelance,2023-05-04 22:34:08.753797,3-AA-555,3,AA,555,Good,"4985 Main St, Texas, Canada",4985 Main St,Texas,Canada
3192,23.0,38076.6,Contract,2023-02-15 22:34:08.753801,5-ED-934,5,ED,934,Average,"7973 Main St, Illinois, Canada",7973 Main St,Illinois,Canada
3193,34.0,18914.67,Full-time,2023-09-09 22:34:08.753805,4-AB-398,4,AB,398,Average,"8427 Main St, Illinois, USA",8427 Main St,Illinois,USA
3194,62.0,52310.48,Contract,2023-12-31 22:34:08.753809,4-EA-232,4,EA,232,,"2563 Main St, Texas, Canada",2563 Main St,Texas,Canada
